address,accountid,updated
Central America and the Caribbean,800186908,8/28/2013
Europe,111639821,2/14/2013
Sub-Saharan Africa,965532004,08-09-2011
Middle East and North Africa,475974786,2/24/2013
Asia,327391993,11/23/2011
Asia,924519956,07-05-2010
Sub-Saharan Africa,942407500,05-07-2016
Middle East and North Africa,476415956,7/25/2015
Middle East and North Africa,592219150,9/17/2013
Europe,175803411,03-02-2010
Europe,883467566,10/28/2016
Asia,391822946,04-03-2016
Sub-Saharan Africa,947793376,11-07-2010
Central America and the Caribbean,818615186,09-09-2011
Australia and Oceania,141837203,05-07-2012
Middle East and North Africa,475320756,09-04-2014
Asia,747239673,3/13/2010
Europe,406080281,5/19/2014
Australia and Oceania,770641410,3/26/2017
Sub-Saharan Africa,980034387,06-09-2017
Europe,243683040,12-02-2010
Sub-Saharan Africa,991323697,4/13/2017
Sub-Saharan Africa,323005187,8/26/2015
Central America and the Caribbean,359088838,7/22/2016
Europe,590248477,6/20/2012
Sub-Saharan Africa,127470433,04-07-2012
Sub-Saharan Africa,852053534,6/27/2014
Sub-Saharan Africa,665609109,3/14/2011
Middle East and North Africa,240060985,2/28/2014
Middle East and North Africa,767645490,12-07-2013
North America,810911452,1/17/2013
Australia and Oceania,352720201,09-08-2015
Europe,346245563,03-02-2015
Sub-Saharan Africa,464973866,08-08-2013
Europe,452703940,8/24/2010
Middle East and North Africa,573547112,4/30/2014
Middle East and North Africa,261927211,10/18/2014
Sub-Saharan Africa,372580564,11/13/2010
Europe,930555999,01-10-2014
Middle East and North Africa,681214845,11-12-2013
Europe,240230929,5/13/2012
North America,743590581,08-10-2012
Europe,697592628,1/27/2015
Europe,928848397,08-10-2013
Sub-Saharan Africa,534281718,8/13/2014
Sub-Saharan Africa,931128919,06-06-2010
Sub-Saharan Africa,906938827,12/13/2012
Sub-Saharan Africa,669572770,01-05-2013
Europe,497204577,7/25/2013
Europe,288320577,1/28/2011
Sub-Saharan Africa,911719596,7/22/2014
Europe,156512963,02-11-2011
Europe,382124507,10/26/2015
Europe,868290555,12/28/2013
Central America and the Caribbean,965059936,08-12-2011
Asia,542793977,12-05-2014
Asia,442166507,02-12-2013
Sub-Saharan Africa,224163854,1/23/2011
Asia,420084846,11/15/2010
Europe,281540811,03-12-2016
Sub-Saharan Africa,930455577,05-07-2012
Asia,409065473,4/28/2016
Europe,429919326,10/17/2011
Asia,525878465,02-03-2014
Europe,300116717,12/16/2012
Sub-Saharan Africa,776120412,3/22/2014
Asia,347688376,09-03-2013
Asia,628931939,8/23/2015
Sub-Saharan Africa,604274928,12/25/2013
Asia,678453671,07-04-2011
Europe,426516997,9/13/2015
Asia,843826234,4/22/2012
Central America and the Caribbean,296055209,11/14/2014
North America,369190251,1/19/2015
Sub-Saharan Africa,919530189,03-05-2017
Europe,523686349,3/31/2011
Middle East and North Africa,528582561,12-09-2014
Europe,101455152,08-09-2016
Sub-Saharan Africa,279852950,5/31/2017
Europe,821637284,6/29/2011
Asia,654981982,05-08-2013
Europe,128373372,6/24/2015
Central America and the Caribbean,560610282,9/22/2015
North America,190804040,6/30/2012
Europe,928378474,12/31/2016
Sub-Saharan Africa,703069913,12/24/2010
Sub-Saharan Africa,214927184,4/15/2011
Middle East and North Africa,684311616,7/29/2013
Australia and Oceania,701897037,8/15/2017
Sub-Saharan Africa,278669774,4/15/2017
Sub-Saharan Africa,395928657,02-12-2011
Sub-Saharan Africa,755285012,10-04-2013
Sub-Saharan Africa,228662669,07-12-2014
Sub-Saharan Africa,908297955,06-02-2011
Sub-Saharan Africa,456739699,7/14/2014
Sub-Saharan Africa,656849229,8/20/2012
Central America and the Caribbean,661800372,08-08-2014
Central America and the Caribbean,145079457,12/24/2014
Middle East and North Africa,650485312,12/27/2012
Sub-Saharan Africa,642129266,02-04-2017
North America,454435145,2/27/2017
Middle East and North Africa,942139279,04-11-2012
Sub-Saharan Africa,330290496,8/27/2013
Central America and the Caribbean,964250123,11/19/2010
Asia,759691989,10/18/2013
Europe,852602422,3/14/2010
North America,649280250,7/24/2015
Asia,976336801,06-12-2016
Sub-Saharan Africa,930695903,5/27/2011
Asia,129593884,6/27/2015
Asia,960579574,9/20/2010
Central America and the Caribbean,931514298,02-07-2010
Sub-Saharan Africa,320571887,12/29/2016
Middle East and North Africa,826238667,06-12-2012
Sub-Saharan Africa,617313468,03-07-2013
Europe,182907617,01-07-2014
Sub-Saharan Africa,982444941,6/18/2014
Sub-Saharan Africa,495661771,7/16/2015
Middle East and North Africa,772606933,12/15/2014
Middle East and North Africa,783641755,3/22/2012
Asia,469440066,12/22/2010
Europe,290988194,3/22/2016
Europe,779584968,05-10-2015
Asia,286841714,08-07-2011
Asia,834682261,2/16/2013
Europe,465342938,1/31/2014
Asia,891372573,5/31/2013
North America,745632493,4/27/2011
Asia,531296527,09-02-2012
Middle East and North Africa,371851003,9/26/2015
Central America and the Caribbean,461094748,4/18/2016
Asia,613139092,12/23/2010
Central America and the Caribbean,712407863,8/15/2016
Middle East and North Africa,263637387,1/19/2013
Middle East and North Africa,641876494,6/19/2015
Australia and Oceania,142486512,03-04-2017
Australia and Oceania,731141269,7/31/2016
Sub-Saharan Africa,393827092,11/30/2012
Europe,786842811,5/14/2010
Sub-Saharan Africa,486799752,3/20/2014
Central America and the Caribbean,840621745,11-11-2011
Europe,115545117,07-03-2014
Sub-Saharan Africa,249118697,4/26/2015
Central America and the Caribbean,999203813,06-05-2016
Asia,393974292,12-02-2016
Central America and the Caribbean,581916463,2/15/2017
Europe,181829154,8/18/2014
Middle East and North Africa,132823693,7/16/2015
Central America and the Caribbean,544323909,12-03-2015
Central America and the Caribbean,246066129,8/30/2012
Sub-Saharan Africa,838099181,1/17/2015
Sub-Saharan Africa,840784394,01-03-2011
Central America and the Caribbean,644795596,08-12-2015
Sub-Saharan Africa,261119115,4/16/2015
North America,671053779,11/16/2015
Australia and Oceania,676210916,01-04-2017
Central America and the Caribbean,948514354,6/13/2015
Central America and the Caribbean,880200421,11/20/2016
Sub-Saharan Africa,833817946,4/16/2016
Australia and Oceania,792228257,2/20/2010
Sub-Saharan Africa,808605182,08-05-2014
Europe,556435048,10-07-2016
Middle East and North Africa,679516685,11/21/2015
Middle East and North Africa,541961419,9/14/2012
Sub-Saharan Africa,478193080,5/13/2012
Sub-Saharan Africa,442947995,02-06-2014
Asia,461274993,09-11-2013
Asia,178535401,01-10-2016
Asia,210403048,10/14/2015
Asia,792864263,10-09-2015
Sub-Saharan Africa,432217872,08-06-2016
Australia and Oceania,855075204,2/15/2012
Sub-Saharan Africa,258360087,4/25/2016
Central America and the Caribbean,959308850,8/29/2013
Central America and the Caribbean,845470321,6/22/2016
Europe,124705827,4/26/2015
Europe,875189197,04-07-2013
Sub-Saharan Africa,295406758,5/16/2014
Asia,154157340,05-12-2012
Sub-Saharan Africa,940552270,05-03-2017
Europe,514015376,8/29/2013
Middle East and North Africa,854282987,05-11-2017
Sub-Saharan Africa,411403930,06-01-2011
Europe,855739533,5/13/2017
Europe,327963626,10/24/2016
Australia and Oceania,189062535,05-11-2014
Sub-Saharan Africa,970335090,09-04-2012
Sub-Saharan Africa,123392617,12/26/2014
Europe,570158946,03-08-2014
Central America and the Caribbean,352870404,04-03-2012
Sub-Saharan Africa,284075820,08-05-2015
Asia,796636521,09-01-2016
Sub-Saharan Africa,593726336,12-07-2012
Central America and the Caribbean,698831593,3/23/2010
Asia,405751121,10-05-2011
Asia,428596246,06-07-2014
Europe,651790797,02-06-2012
Europe,580071103,2/23/2015
Asia,688485991,10-12-2015
Sub-Saharan Africa,172396790,01-08-2015
Europe,997477328,2/17/2011
Middle East and North Africa,249713933,03-12-2011
Asia,485405433,09-06-2011
Asia,281163156,03-03-2010
Middle East and North Africa,983910930,11/27/2016
Central America and the Caribbean,860885083,10/25/2012
Sub-Saharan Africa,949634444,10-10-2013
Australia and Oceania,108020341,05-05-2014
Asia,864216601,6/19/2013
Sub-Saharan Africa,866709554,10-03-2011
Middle East and North Africa,534298026,1/31/2014
Asia,806093347,7/25/2011
Sub-Saharan Africa,891519343,5/25/2015
Europe,520312345,10-04-2014
Australia and Oceania,392521178,8/23/2011
Central America and the Caribbean,828507173,06-04-2016
Europe,418944156,2/27/2014
Sub-Saharan Africa,974818456,9/14/2013
Europe,777428901,6/21/2013
Asia,428386819,12/17/2012
Europe,599616038,11/30/2016
Europe,683352887,05-03-2015
Asia,142146193,03-04-2011
Asia,758857285,10-07-2015
Middle East and North Africa,786659991,2/17/2015
Europe,799040639,5/24/2011
Europe,539798057,8/17/2011
Sub-Saharan Africa,273043572,4/18/2016
Europe,333201014,09-10-2015
Central America and the Caribbean,675006711,05-01-2016
Europe,423509490,2/23/2014
Europe,124070680,2/24/2014
Asia,392364108,08-11-2010
Asia,564376103,4/28/2014
Sub-Saharan Africa,946405494,6/23/2010
Sub-Saharan Africa,565063607,12-04-2015
Sub-Saharan Africa,317274272,12-04-2013
Middle East and North Africa,720273816,02-09-2012
Asia,561611068,1/25/2015
Europe,949147355,5/14/2013
Asia,361056506,8/29/2017
Central America and the Caribbean,495824849,9/16/2016
Europe,422251212,02-03-2012
Asia,629446923,6/30/2013
Middle East and North Africa,776835811,5/29/2013
Central America and the Caribbean,144154202,2/28/2012
Europe,781450927,9/22/2015
Central America and the Caribbean,759087312,8/16/2015
Central America and the Caribbean,917737185,6/30/2015
Central America and the Caribbean,818386876,1/18/2013
Europe,992335212,7/19/2010
Europe,691193521,3/20/2011
Central America and the Caribbean,136885631,10/16/2015
Australia and Oceania,971647870,11-04-2010
Central America and the Caribbean,408029067,08-10-2010
Sub-Saharan Africa,678890550,11-10-2014
Sub-Saharan Africa,487406146,08-11-2013
Middle East and North Africa,857062184,9/13/2012
Sub-Saharan Africa,181657493,05-07-2015
Asia,975303399,9/23/2010
Europe,422423732,9/14/2015
Central America and the Caribbean,727754819,8/28/2017
Australia and Oceania,566345489,07-04-2016
Sub-Saharan Africa,933557069,04-12-2013
Australia and Oceania,195063388,10/20/2013
Central America and the Caribbean,836850774,6/14/2017
Sub-Saharan Africa,915218055,04-07-2013
Europe,806776559,02-09-2014
Sub-Saharan Africa,958450114,12-09-2014
Sub-Saharan Africa,537475049,7/16/2011
Sub-Saharan Africa,581400191,8/23/2012
Europe,848086869,09-01-2012
Europe,265708911,7/25/2010
Middle East and North Africa,982752645,5/15/2014
Asia,718016898,12/14/2013
Sub-Saharan Africa,410613000,7/27/2015
Australia and Oceania,169964778,4/13/2015
Europe,625808560,5/28/2017
Asia,678193175,3/23/2016
Europe,647479951,10/28/2014
Asia,924342715,02-10-2013
Asia,619767796,07-12-2012
Europe,715054023,6/24/2011
Europe,911812722,1/14/2017
Middle East and North Africa,981967723,1/31/2011
Europe,317755353,3/13/2014
Europe,181724441,11/22/2013
Middle East and North Africa,556736314,3/26/2014
Central America and the Caribbean,595964801,12-12-2015
Central America and the Caribbean,872896230,2/21/2014
Europe,231329429,05-08-2015
Europe,735375726,11/14/2012
Sub-Saharan Africa,919458949,12/31/2011
Europe,738315427,7/19/2011
Sub-Saharan Africa,216993987,2/25/2015
Asia,800855958,7/18/2012
Asia,405575168,06-02-2013
Australia and Oceania,167137944,4/15/2013
Asia,391843116,6/23/2012
Sub-Saharan Africa,106302011,7/26/2012
Australia and Oceania,207438457,02-02-2012
Sub-Saharan Africa,312488782,02-08-2011
Sub-Saharan Africa,109001815,3/20/2014
Middle East and North Africa,704838883,12/21/2011
Sub-Saharan Africa,578173816,11/22/2014
Europe,527492940,01-10-2012
Sub-Saharan Africa,521595084,02-05-2012
Europe,149591577,3/16/2010
Australia and Oceania,870906245,06-06-2013
Asia,165275418,1/30/2015
Asia,982747924,2/23/2013
Sub-Saharan Africa,493685090,2/27/2014
Sub-Saharan Africa,438760745,9/21/2014
Europe,378961217,2/25/2012
Sub-Saharan Africa,845585334,5/28/2016
Asia,190244424,7/26/2015
Australia and Oceania,434862315,5/17/2010
Europe,521675336,7/20/2017
Europe,363232314,08-09-2013
Europe,392394578,08-07-2013
Sub-Saharan Africa,212335956,9/13/2014
Sub-Saharan Africa,846542775,08-03-2015
Europe,688813865,10-09-2011
Middle East and North Africa,453260552,2/24/2015
Europe,924306666,2/23/2012
Sub-Saharan Africa,706688535,01-02-2013
Australia and Oceania,275454986,1/28/2010
Australia and Oceania,625967347,12/13/2011
Europe,123899447,11/20/2016
Asia,355237615,09-10-2016
Central America and the Caribbean,276280677,7/19/2015
Asia,263639962,01-09-2011
Europe,764239299,3/28/2013
Sub-Saharan Africa,945315015,10/24/2010
Sub-Saharan Africa,944415938,1/25/2012
Sub-Saharan Africa,519403398,5/30/2011
Europe,398451220,8/24/2015
Europe,930045735,5/24/2017
Australia and Oceania,732985770,3/26/2014
Sub-Saharan Africa,746382653,7/21/2012
Middle East and North Africa,179660212,7/30/2015
North America,562554776,11/22/2012
Europe,795115172,10/14/2013
Middle East and North Africa,297702729,8/19/2013
Australia and Oceania,360991275,8/14/2012
Europe,995967137,11/29/2011
Europe,483929145,08-12-2017
Central America and the Caribbean,326488626,02-02-2014
Asia,295569407,5/19/2013
Middle East and North Africa,683407819,08-10-2013
Sub-Saharan Africa,952552688,03-03-2017
Europe,185865342,02-09-2013
Asia,236519610,6/13/2017
Sub-Saharan Africa,778001821,4/23/2017
Central America and the Caribbean,654110801,1/19/2012
Australia and Oceania,128957879,7/26/2017
Europe,436966884,4/15/2016
Middle East and North Africa,632874143,9/30/2014
Europe,741728484,7/27/2016
Central America and the Caribbean,408891236,6/29/2011
Middle East and North Africa,250036227,10-12-2016
Australia and Oceania,501149785,8/30/2012
Europe,568530738,11/23/2014
Australia and Oceania,378790414,03-11-2017
Asia,828852641,10/21/2010
Central America and the Caribbean,635953748,8/28/2010
Europe,387642562,11/29/2013
Middle East and North Africa,291780412,12/27/2010
Europe,626541125,09-05-2012
Europe,390411031,4/30/2015
Europe,452188956,10/16/2012
Sub-Saharan Africa,400986230,11/25/2014
Sub-Saharan Africa,796226680,2/21/2014
Sub-Saharan Africa,917646634,11-04-2010
Sub-Saharan Africa,115294921,11-06-2010
Europe,959532868,3/30/2013
Middle East and North Africa,691034305,5/15/2014
Asia,670785558,8/31/2011
Europe,530085456,02-07-2015
Sub-Saharan Africa,420545327,10-03-2012
Europe,564089000,12-11-2012
Sub-Saharan Africa,802952802,3/29/2017
Europe,149685561,2/26/2017
Middle East and North Africa,837148606,10-03-2012
Sub-Saharan Africa,668515765,05-05-2016
Europe,667273366,6/15/2011
Asia,127220237,4/27/2016
Europe,662467706,5/29/2012
Europe,357439601,9/17/2016
Middle East and North Africa,516872251,6/24/2016
Asia,715814483,10-08-2011
Asia,149627625,03-04-2011
Asia,783985507,12/14/2012
Central America and the Caribbean,604874455,6/26/2016
Europe,368593299,8/30/2010
Central America and the Caribbean,451753365,12-05-2015
Asia,401278483,3/24/2012
Asia,284404981,07-01-2010
Asia,238681685,11/25/2011
Europe,921969926,9/13/2010
Sub-Saharan Africa,362443530,7/26/2013
Australia and Oceania,708588826,5/25/2013
Australia and Oceania,579204642,1/25/2015
Sub-Saharan Africa,913402307,07-11-2017
Europe,920605647,06-04-2016
Central America and the Caribbean,330550992,07-04-2016
Sub-Saharan Africa,743287169,11/25/2011
Asia,679175508,12/28/2012
Sub-Saharan Africa,528889834,7/15/2012
Central America and the Caribbean,303416478,09-12-2011
Central America and the Caribbean,984054267,08-02-2016
Australia and Oceania,472414529,7/24/2011
Asia,340421092,3/24/2016
Middle East and North Africa,880310285,06-07-2013
Middle East and North Africa,654630935,06-04-2013
Sub-Saharan Africa,546244370,5/26/2012
Central America and the Caribbean,608324420,8/27/2011
Sub-Saharan Africa,514357411,4/24/2013
Sub-Saharan Africa,908142173,11/16/2016
Sub-Saharan Africa,253790032,02-07-2015
Sub-Saharan Africa,685724818,06-03-2013
Asia,358682858,10/13/2010
Australia and Oceania,197712981,12/18/2010
Europe,748176515,12/28/2010
Europe,825747287,2/13/2013
Asia,666411626,08-04-2012
Sub-Saharan Africa,576468360,2/23/2010
Asia,482528817,10/19/2014
Europe,381516826,07-04-2017
Europe,790668714,8/14/2010
Asia,497533309,11/18/2013
Middle East and North Africa,609971940,7/22/2010
Europe,506158435,11/17/2010
Europe,984579122,6/21/2011
Sub-Saharan Africa,214032828,10-05-2013
Europe,483630883,7/29/2012
Central America and the Caribbean,552797114,2/17/2015
Europe,601267850,08-05-2014
Sub-Saharan Africa,879091918,09-01-2016
Sub-Saharan Africa,356630647,11/17/2012
Sub-Saharan Africa,774557864,7/26/2014
Sub-Saharan Africa,793859899,9/25/2011
Asia,945835578,05-08-2014
Sub-Saharan Africa,482096230,07-02-2010
Australia and Oceania,524565684,12-05-2015
Europe,915480268,05-04-2017
Europe,667388808,7/19/2013
Australia and Oceania,213152635,4/27/2012
Sub-Saharan Africa,955945575,12/17/2010
Asia,319253957,4/22/2015
Sub-Saharan Africa,296876609,9/17/2013
Sub-Saharan Africa,702924859,3/22/2010
Central America and the Caribbean,521822535,2/14/2014
Central America and the Caribbean,158305966,10/17/2012
Asia,987423980,01-05-2014
Europe,404537904,12-12-2010
Sub-Saharan Africa,375321567,01-02-2017
Middle East and North Africa,685761296,7/19/2016
Europe,292155921,10-07-2013
Middle East and North Africa,471116769,09-01-2013
Sub-Saharan Africa,769567668,6/29/2011
Europe,354744946,9/26/2010
Middle East and North Africa,264197432,4/13/2012
Sub-Saharan Africa,255786454,5/28/2010
Asia,157685840,1/16/2012
Europe,318381917,5/22/2017
Australia and Oceania,256673514,6/13/2016
Sub-Saharan Africa,911671960,05-03-2015
Australia and Oceania,592801082,04-03-2010
Sub-Saharan Africa,829797208,12/15/2012
Asia,522709167,4/15/2010
Asia,891898286,10-06-2012
Sub-Saharan Africa,528038394,11/13/2012
Australia and Oceania,342115819,11/26/2011
Sub-Saharan Africa,415429389,12/21/2015
Europe,449590432,01-04-2017
Asia,216522777,11/30/2011
Europe,908462750,09-02-2013
Sub-Saharan Africa,187959182,8/30/2017
